"Yeezy Boost 350 V2 Earth",Adidas,02/22/2020,"Kanye West",brown,US,m,4,17,349,449,"This 350 V2 strays from newer releases by bringing back a heel tab that is present in early 350 silhouettes. This model was released as a regional exclusive specific to the Americas. This Yeezy 350 V2 Earth is composed of a mud Primeknit upper with a translucent outer side stripe. A mud colored Boost cushioned sole and mud interior complete the design. These sneakers released in February of 2020 and retailed for $220.",training,https://stockx.com/adidas-yeezy-boost-350-v2-earth,https://stockx-360.imgix.net/adidas-Yeezy-Boost-350-V2-Earth/Images/adidas-Yeezy-Boost-350-V2-Earth/Lv2/img01.jpg?auto=format,compress&q=90&updated_at=1606322225&w=1000
"Yeezy Boost 700 Wave Runner Solid Grey",Adidas,11/01/2017,"Kanye West",grey,US,m,4,17,558,705,"A new set of waves are rolling in as the adidas Yeezy Wave Runner 700s get ready for their first restock on March 10th 2018. The Yeezy Boost 700s represented what was a significant shift in Yeezy design aesthetic moving away from the minimalistic. They were first released in November of 2017.",training,https://stockx.com/adidas-yeezy-wave-runner-700-solid-grey,https://stockx.imgix.net/images/Adidas-Yeezy-Wave-Runner-700-Solid-Grey-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&q=90&trim=color&updated_at=1606323212&w=1000
"Yeezy Boost 350 V2 Yeezreel (Non-Reflective)",Adidas,12/14/2019,"Kanye West",yellow,US,m,4,17,322,398,"This 350 V2 is reminiscent of the Glow colorway that released in early 2019 but sets itself apart with the addition of new tones woven in the Primeknit upper. This model was released in both reflective and non-reflective variations.",training,https://stockx.com/adidas-yeezy-boost-350-v2-yeezreel,https://stockx-360.imgix.net/adidas-Yeezy-Boost-350-V2-Yeezreel/Images/adidas-Yeezy-Boost-350-V2-Yeezreel/Lv2/img01.jpg?auto=format,compress&q=90&updated_at=1606325918&w=1000
"Yeezy Boost 350 V2 Citrin (Non-Reflective)",Adidas,09/23/2019,"Kanye West",grey,US,m,4,17,183,329,null,training,https://stockx.com/adidas-yeezy-boost-350-v2-citrin,https://stockx-360.imgix.net/adidas-Yeezy-Boost-350-V2-Citrin/Images/adidas-Yeezy-Boost-350-V2-Citrin/Lv2/img01.jpg?auto=format,compress&q=90&updated_at=1606325419&w=1000
"Yeezy Boost 350 V2 Tail Light",Adidas,02/22/2020,"Kanye West",grey,US,m,4,17,340,424,"This 350 V2 strays from newer releases by bringing back the heel tab that was present in early 350 silhouettes. This model was released as a regional exclusive specific to Europe and Russia. This Yeezy 350 V2 Tail Light is composed of a grey Primeknit upper with a translucent outer side stripe that reveals hints of orange toward the heel of the upper. A translucent Boost cushioned sole and grey interior complete the design. These sneakers released in February of 2020 and retailed for $220.",training,https://stockx.com/adidas-yeezy-boost-350-v2-tail-light,https://stockx-360.imgix.net/adidas-Yeezy-Boost-350-V2-Tail-Light/Images/adidas-Yeezy-Boost-350-V2-Tail-Light/Lv2/img01.jpg?auto=format,compress&q=90&updated_at=1606324899&w=1000
"Yeezy 700 V3 Alvah",Adidas,04/11/2020,"Kanye West",black,US,m,4,17,352,388,"The third incarnation of the Yeezy Boost 700 is one of the most sophisticated designs from the ongoing collaborations - playing with shape and even expectations. The outer shell is reminiscent of of race car and an astronaut suit with a sole unit that feels progressive and substantial.",training,https://stockx.com/adidas-yeezy-700-v3-alvah,https://stockx-360.imgix.net/adidas-Yeezy-700-V3-Alvah/Images/adidas-Yeezy-700-V3-Alvah/Lv2/img01.jpg?auto=format,compress&q=90&updated_at=1606322175&w=1000
"Yeezy Boost 350 V2 Cloud White (Non-Reflective)",Adidas,09/21/2019,"Kanye West",white,US,m,4,17,251,417,null,training,https://stockx.com/adidas-yeezy-boost-350-v2-cloud-white,https://stockx-360.imgix.net/adidas-Yeezy-Boost-350-V2-Cloud-White/Images/adidas-Yeezy-Boost-350-V2-Cloud-White/Lv2/img01.jpg?auto=format,compress&q=90&updated_at=1606323488&w=1000
"Ultra Boost 1.0 Triple Black",Adidas,12/01/2016,null,black,US,m,4,17,166,244,null,training,https://stockx.com/adidas-ultra-boost-triple-black,https://stockx-360.imgix.net/adidas-Ultra-Boost-Triple-Black/Images/adidas-Ultra-Boost-Triple-Black/Lv2/img01.jpg?auto=format,compress&q=90&updated_at=1606324801&w=1000
"Yeezy 500 Stone",Adidas,11/23/2019,"Kanye West",grey,US,m,4,17,152,278,"Following the Bone White and Soft Vision releases - Yeezy is staying true to its pallette with the Stone 500s. The materials that comprise this model is where the difference lies. Yeezy replaces mesh with neoprene to add a twist to this popular design. This Yeezy 500 is composed of a Stone neoprene and suede with reflective piping. A matching Adiprene midsole and Gum rubber outsole completes the design. These sneakers released in November of 2019 and retailed for $200.",training,https://stockx.com/adidas-yeezy-500-stone,https://stockx-360.imgix.net/adidas-Yeezy-500-Stone/Images/adidas-Yeezy-500-Stone/Lv2/img01.jpg?auto=format,compress&q=90&updated_at=1606323056&w=1000
"Yeezy 700 Mauve",Adidas,10/27/2018,"Kanye West",brown,US,m,4,17,255,391,"Yeezy had us on another wave with the OG wave runners but now he is bringing us to the sand with the adidas Yeezy 700 Mauve. These sneakers come with a mauve upper with black and light green accents and gum sole.",training,https://stockx.com/adidas-yeezy-700-mauve,https://stockx-360.imgix.net/adidas-Yeezy-700-Mauve/Images/adidas-Yeezy-700-Mauve/Lv2/img01.jpg?auto=format,compress&q=90&updated_at=1606323073&w=1000
"Yeezy Boost 350 V2 Semi Frozen Yellow",Adidas,11/18/2017,"Kanye West",yellow,US,m,4,17,315,475,"The Semi Frozen Yellow adidas Yeezy Boost 350 V2 was rumored as early as May of 2017-some blogs even claimed they would be mostly glow-in-the-dark-but it was when photos of Kanye West wearing them first surfaced on the web later in the year that confirmed the release. This colorway steps outside of the comfort zone of previous 350 Yeezy sneaker releases which have remained subtle and mostly neutral primary colors and bright accents. The official colorway of the Frozen Yellow Yeezys is actually Semi Frozen Yellow/Raw Steel/Red and features both of adidas pinnacle technologies.",training,https://stockx.com/adidas-yeezy-boost-350-v2-semi-frozen-yellow,https://stockx-360.imgix.net/adidas-Yeezy-Boost-350-V2-Semi-Frozen-Yellow/Images/adidas-Yeezy-Boost-350-V2-Semi-Frozen-Yellow/Lv2/img01.jpg?auto=format,compress&q=90&updated_at=1606321942&w=1000
"Yeezy Boost 700 Inertia",Adidas,03/09/2019,"Kanye West",blue,US,m,4,17,355,485,"Add heavy pressure on your favorite sneakerhead and cop the adidas Yeezy Boost 700 Inertia. This Yeezy Boost 700 comes with a grey upper with orange accents and a white sole. These sneakers released in March 2019 and retailed for $300.",training,https://stockx.com/adidas-yeezy-boost-700-inertia,https://stockx-360.imgix.net/adidas-Yeezy-Boost-700-Inertia/Images/adidas-Yeezy-Boost-700-Inertia/Lv2/img01.jpg?auto=format,compress&q=90&updated_at=1606323708&w=1000
"Yeezy Boost 350 V2 Clay",Adidas,03/30/2019,"Kanye West",brown,US,m,4,17,228,442,"This Yeezy Boost 350 comes with a clay upper with orange accents and a translucent stripe with orange accents It also features a clay midsole and clay sole. These sneakers released in March 2019 and retailed for $220.",training,https://stockx.com/adidas-yeezy-boost-350-v2-clay,https://stockx-360.imgix.net/adidas-Yeezy-Boost-350-V2-Clay/Images/adidas-Yeezy-Boost-350-V2-Clay/Lv2/img01.jpg?auto=format,compress&q=90&updated_at=1606321232&w=1000
"Yeezy Boost 350 V2 Linen",Adidas,04/18/2020,"Kanye West",white,US,m,4,17,242,356,"Yeezy adds another colorway of its most popular design with the adidas Yeezy 350 V2 Linen. This 350 V2 stays true to the Yeezy signature palette sporting earth tones that provide a natural feeling.",training,https://stockx.com/adidas-yeezy-boost-350-v2-linen,https://stockx-360.imgix.net/adidas-Yeezy-Boost-350-V2-Linen/Images/adidas-Yeezy-Boost-350-V2-Linen/Lv2/img01.jpg?auto=format,compress&q=90&updated_at=1606325905&w=1000
"Yeezy Boost 350 V2 Sesame",Adidas,11/23/2018,"Kanye West",white,US,m,4,17,458,642,null,training,https://stockx.com/adidas-yeezy-boost-350-v2-sesame,https://stockx-360.imgix.net/adidas-Yeezy-Boost-350-V2-Sesame/Images/adidas-Yeezy-Boost-350-V2-Sesame/Lv2/img01.jpg?auto=format,compress&q=90&updated_at=1606322910&w=1000
"Yeezy Boost 700 MNVN Triple Black",Adidas,02/08/2020,"Kanye West",black,US,m,4,17,297,323,"Although the silhouette is similar to previous models this shoe differs by displaying 700 branding on the upper using compact materials. This Yeezy Boost 700 MNVN is comprised of a triple black nylon upper paired with reflective detailing. A solid black sole with Boost cushioning completes the design. These sneakers released in February of 2020 and retailed for $220.",training,https://stockx.com/adidas-yeezy-boost-700-mnvn-triple-black,https://stockx-360.imgix.net/adidas-Yeezy-Boost-700-MNVN-Triple-Black/Images/adidas-Yeezy-Boost-700-MNVN-Triple-Black/Lv2/img01.jpg?auto=format,compress&q=90&updated_at=1606320665&w=1000
"Yeezy Boost 700 Analog",Adidas,04/27/2019,"Kanye West",white,US,m,4,17,305,375,"Yeezy is back from his Sunday Service Coachella performance with this new adidas Yeezy Boost 700 Analog. This Yeezy Boost 700 comes with a beige upper and midsole with grey accents and a black sole. These sneakers released in April 2019 and retailed for $300.",training,https://stockx.com/adidas-yeezy-boost-700-analog,https://stockx-360.imgix.net/adidas-Yeezy-Boost-700-Analog/Images/adidas-Yeezy-Boost-700-Analog/Lv2/img01.jpg?auto=format,compress&q=90&updated_at=1606322253&w=1000
"Yeezy Boost 700 V2 Hospital Blue",Adidas,09/28/2019,"Kanye West",blue,US,m,4,17,273,393,null,training,https://stockx.com/adidas-yeezy-boost-700-v2-hospital-blue,https://stockx-360.imgix.net/adidas-Yeezy-Boost-700-V2-Hospital-Blue/Images/adidas-Yeezy-Boost-700-V2-Hospital-Blue/Lv2/img01.jpg?auto=format,compress&q=90&updated_at=1606323679&w=1000
"Yeezy 500 High Slate",Adidas,12/16/2019,"Kanye West",black,US,m,4,17,156,244,"This is the first high-top sneaker silhouette Yeezy has released since the 750. Similar to the 500 Stone release Yeezy replaces mesh with neoprene to add a sleek look to this high-top model. This Yeezy 500 High is composed of a Slate neoprene and suede with reflective piping. A matching Adiprene midsole and gum rubber outsole completes the design. These sneakers released in December of 2019 and retailed for $200.",training,https://stockx.com/adidas-yeezy-500-high-slate,https://stockx-360.imgix.net/adidas-Yeezy-500-High-Slate/Images/adidas-Yeezy-500-High-Slate/Lv2/img01.jpg?auto=format,compress&q=90&updated_at=1606321928&w=1000
"Solar Hu Glide Human Made White Red",Adidas,09/25/2019,null,white,US,m,4,17,91,118,null,training,https://stockx.com/adidas-solar-hu-glide-human-made-white-red,https://stockx.imgix.net/images/adidas-Solar-Hu-Glide-Human-Made-White-Red.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&q=90&trim=color&updated_at=1606323615&w=1000
"Yeezy 500 Salt",Adidas,11/30/2018,"Kanye West",grey,US,m,4,17,277,473,null,training,https://stockx.com/adidas-yeezy-500-salt,https://stockx-360.imgix.net/adidas-Yeezy-500-Salt/Images/adidas-Yeezy-500-Salt/Lv2/img01.jpg?auto=format,compress&q=90&updated_at=1606320592&w=1000
"Yeezy Boost 350 V2 Butter",Adidas,06/30/2018,"Kanye West",yellow,US,m,4,17,409,551,"Following his polarizing number one album - the Yeezy Boost 350 V2 is back and better than ever. The shoe is finished with a classic gum bottom with various shades of butter covering the rest. Noticeably this pair is lacking the famous SPLY-350 text found on most 350 V2s. This pair released in June 2018 for a cool $220.",training,https://stockx.com/adidas-yeezy-boost-350-v2-butter,https://stockx-360.imgix.net/adidas-Yeezy-Boost-350-V2-Butter/Images/adidas-Yeezy-Boost-350-V2-Butter/Lv2/img01.jpg?auto=format,compress&q=90&updated_at=1606325882&w=1000
"Yeezy Boost 350 V2 Static (Non-Reflective)",Adidas,12/27/2018,"Kanye West",grey,US,m,4,17,334,466,null ,training,https://stockx.com/adidas-yeezy-boost-350-v2-static,https://stockx-360.imgix.net/adidas-Yeezy-Boost-350-V2-Static/Images/adidas-Yeezy-Boost-350-V2-Static/Lv2/img01.jpg?auto=format,compress&q=90&updated_at=1606321247&w=1000
"Yeezy Boost 350 V2 Yeshaya (Non-Reflective)",Adidas,01/25/2020,"Kanye West",grey,US,m,4,17,246,384,null,training,https://stockx.com/adidas-yeezy-boost-350-v2-yeshaya,https://stockx-360.imgix.net/adidas-Yeezy-Boost-350-V2-Yeshaya/Images/adidas-Yeezy-Boost-350-V2-Yeshaya/Lv2/img01.jpg?auto=format,compress&q=90&updated_at=1606316911&w=1000
"Yeezy 700 V3 Azael",Adidas,12/23/2019,"Kanye West",white,US,m,4,17,675,747,null,training,https://stockx.com/adidas-yeezy-boost-700-v3-azael,https://stockx-360.imgix.net/adidas-Yeezy-700-V3-Azael/Images/adidas-Yeezy-700-V3-Azael/Lv2/img01.jpg?auto=format,compress&q=90&updated_at=1606319725&w=1000
"Yeezy 500 Super Moon Yellow",Adidas,06/09/2018,"Kanye West",yellow,US,m,4,17,242,284,null,training,https://stockx.com/adidas-yeezy-500-desert-rat-moon-yellow,https://stockx-360.imgix.net/adidas-Yeezy-500-Moon-Yellow/Images/adidas-Yeezy-500-Moon-Yellow/Lv2/img01.jpg?auto=format,compress&q=90&updated_at=1606318797&w=1000
"Yeezy Boost 350 V2 Sulfur",Adidas,05/09/2020,"Kanye West",brown,US,m,4,17,220,310,"This Yeezy 350 V2 is composed of a Sulfur Primeknit upper with a tonal mesh side stripe. A Sulfur Boost cushioned midsole sole and light brown outsole completes the design. These sneakers released in May of 2020 and retailed for $220 USD.",training,https://stockx.com/adidas-yeezy-boost-350-v2-sulfur,https://stockx.imgix.net/images/adidas-Yeezy-Boost-350-V2-Sulfur.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&q=90&trim=color&updated_at=1606318341&w=1000
"Yeezy Powerphase Calabasas Core Black",Adidas,03/17/2018,"Kanye West",black,US,m,4,17,75,125,"This adidas Yeezy Powerphase Calabasas features a monochromatic core black color palette. There is also Adidas branding in green next to a red Trefoil logo. This classic colorway released in March 2017 for $120.",training,https://stockx.com/adidas-yeezy-powerphase-calabasas-core-black,https://stockx-360.imgix.net/adidas-Yeezy-Powerphase-Calabasas-Core-Black/Images/adidas-Yeezy-Powerphase-Calabasas-Core-Black/Lv2/img01.jpg?auto=format,compress&q=90&updated_at=1606321457&w=1000
"Yeezy Boost 350 V2 Static Black (Reflective)",Adidas,06/06/2019,"Kanye West",black,US,m,4,17,638,1202,"Light up in the sky while rocking a pair of the adidas Yeezy Boost 350 V2 Static Black Reflective. This Yeezy Boost 350 V2 comes with a black upper and midsole plus reflective accents and a black sole. These sneakers released in June 2019 and retailed for $220.",training,https://stockx.com/adidas-yeezy-boost-350-v2-static-black-reflective,https://stockx-360.imgix.net/adidas-Yeezy-Boost-350-V2-Static-Black-Reflective/Images/adidas-Yeezy-Boost-350-V2-Static-Black-Reflective/Lv2/img01.jpg?auto=format,compress&q=90&updated_at=1606322236&w=1000
"Yeezy Boost 350 V2 Lundmark (Non-Reflective)",Adidas,07/13/2019,"Kanye West",white,US,m,4,17,262,398,"The adidas Yeezy Boost 350 V2 Lundmark sports a subtle summer color with the back heel tab removed like newer 350 V2 models. Replacing the SPLY-350 boost stripe that was traditionally found on the original 350s is a transparent stripe that reveals a more cream colored inner. A boost midsole is covered by a light tan rubber outsole that features a pink middle stripe. Adding to the exclusivity of these is the fact this colorway is a North and Latin America exclusive. The Lundmark Yeezy Boost 350 V2 released on July 11 2019 at a retail price of $220.",training,https://stockx.com/adidas-yeezy-boost-350-v2-lundmark,https://stockx-360.imgix.net/adidas-Yeezy-Boost-350-V2-Lundmark/Images/adidas-Yeezy-Boost-350-V2-Lundmark/Lv2/img01.jpg?auto=format,compress&q=90&updated_at=1606322883&w=1000
"Retro High Dark Mocha","Air Jordan",10/31/2020,null,multi,US,m,4,18,402,449,"Jordan Brand continued their Black Toe design theme in 2020 and released the Jordan 1 High Dark Mocha. The Dark Mocha 1 was one of the most anticipated releases in 2020 due to its familiar colorblocking that referenced two of the greatest Jordan 1s of all-time - the Jordan 1 Travis Scott and the Jordan 1 Black Toe.",casual,https://stockx.com/air-jordan-1-retro-high-dark-mocha,https://stockx-360.imgix.net/Air-Jordan-1-Retro-High-Dark-Mocha/Images/Air-Jordan-1-Retro-High-Dark-Mocha/Lv2/img01.jpg?auto=format,compress&q=90&updated_at=1606160687&w=1000
"1 Mid Chicago Toe","Air Jordan",04/01/2020,null,multi,US,m,4,18,283,345,null,casual,https://stockx.com/air-jordan-1-mid-chicago-toe,https://stockx-360.imgix.net/Air-Jordan-1-Mid-Chicago-Toe/Images/Air-Jordan-1-Mid-Chicago-Toe/Lv2/img01.jpg?auto=format,compress&q=90&updated_at=1606325494&w=1000
"Jordan 1 Retro High COJP Midnight Navy","Air Jordan",11/14/2020,null,multi,US,m,4,18,293,339,"If there is anything that we learned from summer 2020 releases like the Nike Dunk Low Samba or the Jordan 1 CO.JP Neutral Grey - it is that CO.JP came back and bigger than ever before. Jordan Brand revived another colorway from the 2001 Jordan 1 CO.JP Pack with the Jordan 1 CO.JP Midnight Navy. The original Jordan 1 CO.JP Midnight Navy first released as a Japanese exclusive in 2001. With only three thousand pairs produced the 2001 Navy CO.JP is one of the rarest Jordan 1 releases of all time. For the first time in almost two decades the Midnight Navy CO.JP made a return.",casual,https://stockx.com/air-jordan-1-retro-high-midnight-navy-2020,https://stockx-360.imgix.net/Air-Jordan-1-Retro-High-Midnight-Navy-2020/Images/Air-Jordan-1-Retro-High-Midnight-Navy-2020/Lv2/img01.jpg?auto=format,compress&q=90&updated_at=1606322212&w=1000
